0.000000	293.588644
0.025000	306.115131
0.050000	317.803201
0.075000	327.319159
0.100000	332.880217
0.125000	363.578215
0.150000	362.993691
0.175000	367.477433
0.200000	384.268330
0.225000	388.259363
0.250000	411.941123
0.275000	416.450409
0.300000	432.706305
0.325000	470.981911
0.350000	511.364722
0.375000	592.374463
0.400000	726.549697
0.425000	920.156121
0.450000	1197.708078
0.475000	1561.480155
0.500000	2054.618447
0.525000	2813.892909
0.550000	3527.145931
0.575000	4486.904061
0.600000	5539.966855
0.625000	6618.407758
0.650000	7551.682173
0.675000	8254.258454
0.700000	8784.246002
0.725000	9174.837453
0.750000	9447.068545
