1	1178	160	106
2	1182	160	65
3	1190	160	108
4	1186	160	108
5	1190	160	79
6	1196	160	102
7	1184	160	113
8	1186	160	109
9	1194	160	98
10	1182	160	107
11	1192	160	118
12	1188	160	122
13	1192	160	114
14	1194	160	81
15	1184	160	125
16	1194	160	80
17	1194	160	86
18	1192	160	125
19	1190	160	119
20	1190	160	92
21	133	160	0
22	1184	160	114
23	137	160	49
24	1186	160	110
25	137	160	0
26	1190	160	79
27	129	160	43
28	1192	160	90
29	1198	160	80
30	1188	160	94
31	1188	160	131
32	1190	160	96
33	1194	160	95
34	133	160	0
35	1190	160	116
36	1194	160	90
37	1184	160	125
38	1182	160	103
39	1184	160	100
40	1192	160	99
41	1186	160	85
42	1190	160	108
43	1184	160	111
44	1196	160	103
45	1188	160	96
46	1190	160	113
47	1186	160	116
48	1190	160	108
49	1192	160	103
50	1186	160	76
51	1182	160	97
52	1192	160	74
53	1184	160	113
54	134	160	0
55	1190	160	97
56	1188	160	107
57	1186	160	80
58	1188	160	95
59	1188	160	112
60	134	160	53
61	1182	160	117
62	1196	160	111
63	1188	160	122
64	1188	160	62
65	1182	160	136
66	1188	160	105
67	1186	160	121
68	1194	160	81
69	1188	160	102
70	1180	160	118
71	1190	160	133
72	1200	160	98
73	1188	160	104
74	136	160	0
75	1190	160	118
76	1188	160	117
77	1188	160	107
78	1182	160	100
79	1188	160	118
80	1186	160	90
81	1196	160	88
82	1192	160	120
83	139	160	0
84	1188	160	106
85	1178	160	96
86	1186	160	86
87	1192	160	110
88	1196	160	74
89	1184	160	93
90	1186	160	113
91	1194	160	92
92	1178	160	136
93	1194	160	114
94	1188	160	120
95	1190	160	116
96	1188	160	113
97	1190	160	119
98	1186	160	125
99	1188	160	101
100	1190	160	103
101	134	160	50
102	1186	160	96
103	1186	160	115
104	1184	160	121
105	1190	160	102
106	1198	160	135
107	1192	160	126
108	1192	160	95
109	1184	160	86
110	1188	160	96
111	1192	160	121
112	1180	160	95
113	1184	160	100
114	1186	160	102
115	1190	160	105
116	1184	160	93
117	1190	160	100
118	1186	160	111
119	1188	160	99
120	1194	160	66
121	1192	160	79
122	1190	160	91
123	1184	160	94
124	1184	160	93
125	1196	160	109
126	1188	160	91
127	1190	160	125
128	1190	160	96
129	1184	160	113
130	138	160	0
131	1192	160	75
132	1188	160	95
133	1190	160	90
134	1194	160	133
135	1190	160	114
136	1188	160	99
137	1184	160	86
138	1190	160	127
139	1188	160	128
140	1184	160	63
141	1192	160	88
142	1192	160	115
143	1182	160	92
144	1190	160	85
145	1196	160	93
146	1190	160	121
147	1192	160	63
148	1190	160	110
149	1188	160	84
150	1190	160	95
151	1194	160	94
152	1186	160	110
153	1192	160	89
154	1186	160	109
155	1194	160	102
156	1198	160	113
157	1186	160	63
158	1190	160	67
159	170	160	60
160	1190	160	110
161	1184	160	121
162	1198	160	91
163	1186	160	123
164	1186	160	95
165	1186	160	138
166	1190	160	101
167	1194	160	114
168	1178	160	104
169	1186	160	69
170	1190	160	118
171	1192	160	112
172	1188	160	86
173	132	160	0
174	1188	160	96
175	1188	160	97
176	1186	160	124
177	1190	160	117
178	1188	160	101
179	1186	160	78
180	1194	160	76
181	1192	160	86
182	1184	160	129
183	1190	160	123
184	1184	160	101
185	1188	160	116
186	1186	160	103
187	1190	160	70
188	1188	160	106
189	1190	160	69
190	1188	160	107
191	1194	160	119
192	1188	160	105
193	1186	160	100
194	1196	160	80
195	1184	160	92
196	1194	160	98
197	1186	160	102
198	1184	160	141
199	136	160	47
200	137	160	56
201	1186	160	86
202	1188	160	127
203	1182	160	134
204	1186	160	88
205	1198	160	78
206	138	160	53
207	1184	160	71
208	1188	160	115
209	1188	160	105
210	1182	160	92
211	1194	160	96
212	134	160	0
213	1188	160	77
214	1190	160	82
215	1192	160	96
216	1192	160	83
217	1192	160	98
218	1184	160	110
219	1188	160	84
220	1186	160	124
221	1192	160	73
222	1190	160	114
223	1188	160	83
224	1184	160	104
225	137	160	58
226	1190	160	83
227	1192	160	115
228	1186	160	61
229	1182	160	100
230	1180	160	110
231	1190	160	118
232	1192	160	97
233	1194	160	92
234	1192	160	104
235	1190	160	106
236	1194	160	120
237	1196	160	87
238	1186	160	97
239	1190	160	95
240	1186	160	90
241	1190	160	87
242	1192	160	120
243	1188	160	107
244	1190	160	97
245	1192	160	115
246	139	160	56
247	1188	160	111
248	1184	160	118
249	1186	160	103
250	1194	160	125
251	1186	160	72
252	1192	160	68
253	1188	160	123
254	1188	160	84
255	1186	160	116
256	1186	160	115
257	1186	160	78
258	1184	160	119
259	134	160	0
260	1188	160	105
261	1192	160	80
262	132	160	0
263	1186	160	126
264	1184	160	125
265	1180	160	92
266	1188	160	101
267	1188	160	107
268	1188	160	86
269	1188	160	101
270	1186	160	111
271	1188	160	127
272	1192	160	108
273	137	160	52
274	1190	160	127
275	1196	160	117
276	1194	160	94
277	1194	160	130
278	1194	160	109
279	1194	160	93
280	1194	160	69
281	1190	160	108
282	1190	160	136
283	1188	160	81
284	1194	160	80
285	1194	160	90
286	1192	160	133
287	1186	160	80
288	1184	160	109
289	1190	160	103
290	1190	160	83
291	1188	160	102
292	1188	160	76
293	136	160	51
294	1186	160	125
295	1184	160	104
296	1190	160	107
297	1192	160	135
298	1188	160	109
299	1190	160	92
300	1190	160	108
301	1182	160	108
302	1188	160	75
303	1186	160	103
304	1196	160	102
305	1188	160	119
306	130	160	0
307	1190	160	121
308	1190	160	83
309	1194	160	99
310	134	160	45
311	1192	160	105
312	1194	160	104
313	1186	160	122
314	1196	160	109
315	1184	160	115
316	1190	160	108
317	1188	160	102
318	1188	160	107
319	1190	160	94
320	1184	160	118
321	1194	160	99
322	1190	160	100
323	1182	160	113
324	1190	160	129
325	1194	160	118
326	1184	160	122
327	1186	160	124
328	1186	160	114
329	1196	160	119
330	1196	160	107
331	1186	160	115
332	1184	160	93
333	1198	160	121
334	1186	160	62
335	1200	160	103
336	1194	160	131
337	1190	160	121
338	1186	160	65
339	1184	160	83
340	1194	160	88
341	1190	160	95
342	1192	160	121
343	1190	160	96
344	1190	160	92
345	1190	160	112
346	1190	160	111
347	1190	160	103
348	1190	160	94
349	1184	160	107
350	1186	160	66
351	1188	160	128
352	1186	160	87
353	1192	160	124
354	1182	160	110
355	1186	160	125
356	1192	160	123
357	1184	160	93
358	1188	160	109
359	136	160	0
360	1190	160	109
361	1182	160	83
362	1188	160	110
363	1188	160	106
364	1188	160	131
365	1188	160	112
366	1186	160	63
367	1188	160	115
368	1182	160	65
369	1192	160	98
370	1192	160	102
371	1186	160	120
372	1194	160	102
373	1186	160	100
374	1188	160	108
375	1192	160	72
376	1186	160	93
377	1188	160	103
378	1186	160	69
379	1188	160	118
380	1192	160	99
381	1192	160	105
