0.000000	704.038297
0.025000	711.207973
0.050000	737.170885
0.075000	768.687122
0.100000	784.111145
0.125000	840.146291
0.150000	881.806233
0.175000	866.988161
0.200000	936.366393
0.225000	965.286784
0.250000	1016.012563
0.275000	1051.703473
0.300000	1083.232688
0.325000	1152.816317
0.350000	1201.979421
0.375000	1247.748367
0.400000	1308.871349
0.425000	1373.162498
0.450000	1496.894019
0.475000	1878.771854
0.500000	2890.715740
0.525000	4667.993152
0.550000	6758.419560
0.575000	8253.218809
0.600000	9277.955991
0.625000	9695.948959
